"region","arbetsställets sektortillhörighet","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"0181 Södertälje","landsting","2017",859
"0181 Södertälje","kommunalt ägda företag och organisationer","2008",936
"0181 Södertälje","kommunalt ägda företag och organisationer","2009",791
"0181 Södertälje","kommunalt ägda företag och organisationer","2010",1388
"0181 Södertälje","kommunalt ägda företag och organisationer","2011",1343
"0181 Södertälje","kommunalt ägda företag och organisationer","2012",1415
"0181 Södertälje","kommunalt ägda företag och organisationer","2013",1424
"0181 Södertälje","kommunalt ägda företag och organisationer","2014",1412
"0181 Södertälje","kommunalt ägda företag och organisationer","2015",1436
"0181 Södertälje","kommunalt ägda företag och organisationer","2016",1415
"0181 Södertälje","kommunalt ägda företag och organisationer","2017",1467
"0182 Nacka","primärkommunal förvaltning","2008",4399
"0182 Nacka","primärkommunal förvaltning","2009",4320
"0182 Nacka","primärkommunal förvaltning","2010",4397
"0182 Nacka","primärkommunal förvaltning","2011",4305
"0182 Nacka","primärkommunal förvaltning","2012",4334
"0182 Nacka","primärkommunal förvaltning","2013",4403
"0182 Nacka","primärkommunal förvaltning","2014",4398
"0182 Nacka","primärkommunal förvaltning","2015",4443
"0182 Nacka","primärkommunal förvaltning","2016",4471
"0182 Nacka","primärkommunal förvaltning","2017",4568
"0182 Nacka","landsting","2008",1170
"0182 Nacka","landsting","2009",1071
"0182 Nacka","landsting","2010",1124
"0182 Nacka","landsting","2011",1128
"0182 Nacka","landsting","2012",1163
"0182 Nacka","landsting","2013",1183
"0182 Nacka","landsting","2014",1204
"0182 Nacka","landsting","2015",1213
"0182 Nacka","landsting","2016",1205
"0182 Nacka","landsting","2017",1202
"0182 Nacka","kommunalt ägda företag och organisationer","2008",856
"0182 Nacka","kommunalt ägda företag och organisationer","2009",934
"0182 Nacka","kommunalt ägda företag och organisationer","2010",954
"0182 Nacka","kommunalt ägda företag och organisationer","2011",939
"0182 Nacka","kommunalt ägda företag och organisationer","2012",931
"0182 Nacka","kommunalt ägda företag och organisationer","2013",902
"0182 Nacka","kommunalt ägda företag och organisationer","2014",919
"0182 Nacka","kommunalt ägda företag och organisationer","2015",957
"0182 Nacka","kommunalt ägda företag och organisationer","2016",999
"0182 Nacka","kommunalt ägda företag och organisationer","2017",1038
"0183 Sundbyberg","primärkommunal förvaltning","2008",2117
"0183 Sundbyberg","primärkommunal förvaltning","2009",2113
"0183 Sundbyberg","primärkommunal förvaltning","2010",2150
"0183 Sundbyberg","primärkommunal förvaltning","2011",2116
"0183 Sundbyberg","primärkommunal förvaltning","2012",2136
"0183 Sundbyberg","primärkommunal förvaltning","2013",2205
"0183 Sundbyberg","primärkommunal förvaltning","2014",2300
"0183 Sundbyberg","primärkommunal förvaltning","2015",2427
"0183 Sundbyberg","primärkommunal förvaltning","2016",2566
"0183 Sundbyberg","primärkommunal förvaltning","2017",2651
"0183 Sundbyberg","landsting","2008",594
"0183 Sundbyberg","landsting","2009",583
"0183 Sundbyberg","landsting","2010",613
"0183 Sundbyberg","landsting","2011",616
"0183 Sundbyberg","landsting","2012",662
"0183 Sundbyberg","landsting","2013",718
"0183 Sundbyberg","landsting","2014",738
"0183 Sundbyberg","landsting","2015",752
"0183 Sundbyberg","landsting","2016",790
"0183 Sundbyberg","landsting","2017",836
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2008",338
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2009",381
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2010",364
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2011",364
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2012",343
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2013",401
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2014",437
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2015",459
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2016",507
"0183 Sundbyberg","kommunalt ägda företag och organisationer","2017",530
"0184 Solna","primärkommunal förvaltning","2008",3023
"0184 Solna","primärkommunal förvaltning","2009",2945
"0184 Solna","primärkommunal förvaltning","2010",2981
"0184 Solna","primärkommunal förvaltning","2011",2905
"0184 Solna","primärkommunal förvaltning","2012",2932
"0184 Solna","primärkommunal förvaltning","2013",2928
"0184 Solna","primärkommunal förvaltning","2014",2952
"0184 Solna","primärkommunal förvaltning","2015",3021
"0184 Solna","primärkommunal förvaltning","2016",3186
"0184 Solna","primärkommunal förvaltning","2017",3225
"0184 Solna","landsting","2008",1521
"0184 Solna","landsting","2009",1468
"0184 Solna","landsting","2010",1466
"0184 Solna","landsting","2011",1493
"0184 Solna","landsting","2012",1526
"0184 Solna","landsting","2013",1598
"0184 Solna","landsting","2014",1655
"0184 Solna","landsting","2015",1677
"0184 Solna","landsting","2016",1712
"0184 Solna","landsting","2017",1739
"0184 Solna","kommunalt ägda företag och organisationer","2008",635
"0184 Solna","kommunalt ägda företag och organisationer","2009",709
"0184 Solna","kommunalt ägda företag och organisationer","2010",703
"0184 Solna","kommunalt ägda företag och organisationer","2011",698
"0184 Solna","kommunalt ägda företag och organisationer","2012",708
"0184 Solna","kommunalt ägda företag och organisationer","2013",732
"0184 Solna","kommunalt ägda företag och organisationer","2014",750
"0184 Solna","kommunalt ägda företag och organisationer","2015",816
"0184 Solna","kommunalt ägda företag och organisationer","2016",807
"0184 Solna","kommunalt ägda företag och organisationer","2017",851
"0186 Lidingö","primärkommunal förvaltning","2008",2296
"0186 Lidingö","primärkommunal förvaltning","2009",2232
"0186 Lidingö","primärkommunal förvaltning","2010",2196
"0186 Lidingö","primärkommunal förvaltning","2011",2153
"0186 Lidingö","primärkommunal förvaltning","2012",2102
"0186 Lidingö","primärkommunal förvaltning","2013",2118
"0186 Lidingö","primärkommunal förvaltning","2014",2043
"0186 Lidingö","primärkommunal förvaltning","2015",2031
"0186 Lidingö","primärkommunal förvaltning","2016",2046
"0186 Lidingö","primärkommunal förvaltning","2017",2070
"0186 Lidingö","landsting","2008",493
"0186 Lidingö","landsting","2009",481
"0186 Lidingö","landsting","2010",454
"0186 Lidingö","landsting","2011",444
"0186 Lidingö","landsting","2012",475
"0186 Lidingö","landsting","2013",492
"0186 Lidingö","landsting","2014",503
"0186 Lidingö","landsting","2015",499
"0186 Lidingö","landsting","2016",503
"0186 Lidingö","landsting","2017",479
"0186 Lidingö","kommunalt ägda företag och organisationer","2008",294
"0186 Lidingö","kommunalt ägda företag och organisationer","2009",318
"0186 Lidingö","kommunalt ägda företag och organisationer","2010",328
"0186 Lidingö","kommunalt ägda företag och organisationer","2011",324
"0186 Lidingö","kommunalt ägda företag och organisationer","2012",323
"0186 Lidingö","kommunalt ägda företag och organisationer","2013",328
"0186 Lidingö","kommunalt ägda företag och organisationer","2014",293
"0186 Lidingö","kommunalt ägda företag och organisationer","2015",302
"0186 Lidingö","kommunalt ägda företag och organisationer","2016",310
"0186 Lidingö","kommunalt ägda företag och organisationer","2017",321
"0187 Vaxholm","primärkommunal förvaltning","2008",781
"0187 Vaxholm","primärkommunal förvaltning","2009",745
"0187 Vaxholm","primärkommunal förvaltning","2010",655
"0187 Vaxholm","primärkommunal förvaltning","2011",637
"0187 Vaxholm","primärkommunal förvaltning","2012",636
"0187 Vaxholm","primärkommunal förvaltning","2013",619
"0187 Vaxholm","primärkommunal förvaltning","2014",614
"0187 Vaxholm","primärkommunal förvaltning","2015",627
"0187 Vaxholm","primärkommunal förvaltning","2016",601
"0187 Vaxholm","primärkommunal förvaltning","2017",588
"0187 Vaxholm","landsting","2008",101
"0187 Vaxholm","landsting","2009",105
"0187 Vaxholm","landsting","2010",108
"0187 Vaxholm","landsting","2011",101
"0187 Vaxholm","landsting","2012",95
"0187 Vaxholm","landsting","2013",94
"0187 Vaxholm","landsting","2014",101
"0187 Vaxholm","landsting","2015",100
"0187 Vaxholm","landsting","2016",95
"0187 Vaxholm","landsting","2017",97
"0187 Vaxholm","kommunalt ägda företag och organisationer","2008",135
"0187 Vaxholm","kommunalt ägda företag och organisationer","2009",154
"0187 Vaxholm","kommunalt ägda företag och organisationer","2010",150
"0187 Vaxholm","kommunalt ägda företag och organisationer","2011",135
"0187 Vaxholm","kommunalt ägda företag och organisationer","2012",138
"0187 Vaxholm","kommunalt ägda företag och organisationer","2013",136
"0187 Vaxholm","kommunalt ägda företag och organisationer","2014",126
"0187 Vaxholm","kommunalt ägda företag och organisationer","2015",136
"0187 Vaxholm","kommunalt ägda företag och organisationer","2016",138
"0187 Vaxholm","kommunalt ägda företag och organisationer","2017",143
"0188 Norrtälje","primärkommunal förvaltning","2008",2787
"0188 Norrtälje","primärkommunal förvaltning","2009",2652
"0188 Norrtälje","primärkommunal förvaltning","2010",2725
"0188 Norrtälje","primärkommunal förvaltning","2011",2621
"0188 Norrtälje","primärkommunal förvaltning","2012",2683
"0188 Norrtälje","primärkommunal förvaltning","2013",2625
"0188 Norrtälje","primärkommunal förvaltning","2014",2640
"0188 Norrtälje","primärkommunal förvaltning","2015",2548
"0188 Norrtälje","primärkommunal förvaltning","2016",2560
"0188 Norrtälje","primärkommunal förvaltning","2017",2687
"0188 Norrtälje","landsting","2008",231
"0188 Norrtälje","landsting","2009",222
"0188 Norrtälje","landsting","2010",199
"0188 Norrtälje","landsting","2011",190
"0188 Norrtälje","landsting","2012",208
"0188 Norrtälje","landsting","2013",207
"0188 Norrtälje","landsting","2014",215
"0188 Norrtälje","landsting","2015",218
"0188 Norrtälje","landsting","2016",227
"0188 Norrtälje","landsting","2017",222
"0188 Norrtälje","kommunalt ägda företag och organisationer","2008",3291
"0188 Norrtälje","kommunalt ägda företag och organisationer","2009",3235
"0188 Norrtälje","kommunalt ägda företag och organisationer","2010",3278
"0188 Norrtälje","kommunalt ägda företag och organisationer","2011",3159
"0188 Norrtälje","kommunalt ägda företag och organisationer","2012",3117
"0188 Norrtälje","kommunalt ägda företag och organisationer","2013",3066
"0188 Norrtälje","kommunalt ägda företag och organisationer","2014",2977
"0188 Norrtälje","kommunalt ägda företag och organisationer","2015",2969
"0188 Norrtälje","kommunalt ägda företag och organisationer","2016",3062
"0188 Norrtälje","kommunalt ägda företag och organisationer","2017",3022
"0191 Sigtuna","primärkommunal förvaltning","2008",2409
"0191 Sigtuna","primärkommunal förvaltning","2009",2338
"0191 Sigtuna","primärkommunal förvaltning","2010",2403
"0191 Sigtuna","primärkommunal förvaltning","2011",2453
"0191 Sigtuna","primärkommunal förvaltning","2012",2657
"0191 Sigtuna","primärkommunal förvaltning","2013",2588
"0191 Sigtuna","primärkommunal förvaltning","2014",2731
"0191 Sigtuna","primärkommunal förvaltning","2015",2687
"0191 Sigtuna","primärkommunal förvaltning","2016",2909
"0191 Sigtuna","primärkommunal förvaltning","2017",3047
"0191 Sigtuna","landsting","2008",397
"0191 Sigtuna","landsting","2009",381
"0191 Sigtuna","landsting","2010",388
"0191 Sigtuna","landsting","2011",379
"0191 Sigtuna","landsting","2012",384
"0191 Sigtuna","landsting","2013",392
"0191 Sigtuna","landsting","2014",405
"0191 Sigtuna","landsting","2015",402
"0191 Sigtuna","landsting","2016",412
"0191 Sigtuna","landsting","2017",434
"0191 Sigtuna","kommunalt ägda företag och organisationer","2008",199
"0191 Sigtuna","kommunalt ägda företag och organisationer","2009",241
"0191 Sigtuna","kommunalt ägda företag och organisationer","2010",254
"0191 Sigtuna","kommunalt ägda företag och organisationer","2011",245
"0191 Sigtuna","kommunalt ägda företag och organisationer","2012",247
"0191 Sigtuna","kommunalt ägda företag och organisationer","2013",286
"0191 Sigtuna","kommunalt ägda företag och organisationer","2014",304
"0191 Sigtuna","kommunalt ägda företag och organisationer","2015",312
"0191 Sigtuna","kommunalt ägda företag och organisationer","2016",294
"0191 Sigtuna","kommunalt ägda företag och organisationer","2017",298
"0192 Nynäshamn","primärkommunal förvaltning","2008",2407
"0192 Nynäshamn","primärkommunal förvaltning","2009",2358
"0192 Nynäshamn","primärkommunal förvaltning","2010",2349
"0192 Nynäshamn","primärkommunal förvaltning","2011",2335
"0192 Nynäshamn","primärkommunal förvaltning","2012",2337
"0192 Nynäshamn","primärkommunal förvaltning","2013",2318
"0192 Nynäshamn","primärkommunal förvaltning","2014",2362
"0192 Nynäshamn","primärkommunal förvaltning","2015",2366
"0192 Nynäshamn","primärkommunal förvaltning","2016",2468
"0192 Nynäshamn","primärkommunal förvaltning","2017",2450
"0192 Nynäshamn","landsting","2008",238
"0192 Nynäshamn","landsting","2009",170
"0192 Nynäshamn","landsting","2010",186
"0192 Nynäshamn","landsting","2011",176
"0192 Nynäshamn","landsting","2012",174
"0192 Nynäshamn","landsting","2013",165
"0192 Nynäshamn","landsting","2014",174
"0192 Nynäshamn","landsting","2015",166
"0192 Nynäshamn","landsting","2016",170
